1 | 3916 | 0
3 | 3656 | 0
9 | 2556 | 0
13 | 2284 | 0
23 | 3376 | 0
34 | 7914 | 0
36 | 6812 | 0
38 | 2512 | 0
52 | 3516 | 0
59 | 5176 | 0
63 | 4936 | 0
67 | 4464 | 0
76 | 4384 | 0
85 | 8124 | 0
86 | 7924 | 0
90 | 7488 | 0
93 | 3968 | 0
98 | 1872 | 0
2 | 4208 | 0
39 | 5612 | 0
99 | 1968 | 0
114 | 2148 | 0
10 | 3244 | 0
16 | 1840 | 0
24 | 4748 | 0
28 | 3528 | 0
53 | 4608 | 0
94 | 2776 | 0
43 | 1492 | 0
110 | 4040 | 0
11 | 2320 | 0
111 | 1712 | 0
6 | 3152 | 0
56 | 3776 | 0
116 | 3148 | 0
77 | 1872 | 0
69 | 1872 | 0
17 | 1500 | 0
29 | 2160 | 0
61 | 2372 | 0
66 | 2304 | 0
101 | 1632 | 0
58 | 2480 | 0
102 | 2388 | 0
48 | 1728 | 0
