368, 494, 419, 692, 120, 883, 937, 177, 145, 438 | 0.40253 | 0.3786300155176236
368, 217, 494, 692, 120, 883, 937, 177, 145, 438 | 0.40562 | 0.3879405896696963
368, 217, 494, 419, 692, 120, 883, 937, 177, 438 | 0.41144 | 0.38727554865883396
368, 217, 494, 419, 692, 120, 883, 937, 145, 438 | 0.40953 | 0.38638882731101754
368, 684, 217, 494, 419, 692, 120, 883, 937, 177 | 0.42214 | 0.38453229639230935
368, 684, 217, 494, 692, 120, 883, 937, 177, 145 | 0.41648 | 0.365650361921474
368, 354, 684, 494, 419, 692, 120, 883, 937, 177 | 0.42668 | 0.36919421041261613
368, 354, 684, 494, 692, 120, 883, 937, 177, 145 | 0.42035 | 0.3652116692257074
368, 354, 684, 217, 494, 120, 883, 937, 177, 145 | 0.42601 | 0.39306865540688746
368, 354, 684, 217, 494, 692, 120, 937, 177, 145 | 0.42666 | 0.3939460407984207
368, 354, 684, 217, 494, 692, 120, 883, 937, 177 | 0.42725 | 0.3890689133722186
368, 354, 684, 217, 494, 692, 120, 883, 937, 145 | 0.42811 | 0.36082474226804123
368, 354, 684, 217, 494, 692, 120, 883, 177, 145 | 0.4255 | 0.3932880017547708
368, 354, 684, 217, 494, 692, 883, 937, 177, 145 | 0.42248 | 0.391313884623821
368, 354, 684, 217, 494, 419, 692, 883, 937, 177 | 0.42867 | 0.3815078850723698
368, 354, 684, 217, 494, 419, 692, 120, 883, 937 | 0.43284 | 0.37342448194830163
368, 354, 684, 217, 494, 419, 692, 120, 883, 177 | 0.43164 | 0.39230935407215384
368, 354, 684, 217, 494, 419, 692, 120, 937, 177 | 0.43295 | 0.3735147980125297
368, 354, 684, 217, 494, 419, 120, 883, 937, 177 | 0.43221 | 0.34975156621300496
368, 354, 684, 217, 419, 692, 120, 883, 937, 177 | 0.4332 | 0.3918772953121625
368, 354, 684, 217, 692, 120, 883, 937, 177, 145 | 0.42701 | 0.39438473349418735
368, 354, 217, 692, 120, 883, 937, 177, 145, 438 | 0.41589 | 0.397251163821769
368, 354, 217, 419, 692, 120, 883, 937, 177, 438 | 0.42227 | 0.39658612281090666
368, 354, 217, 494, 419, 120, 883, 937, 177, 438 | 0.42161 | 0.3945909997783197
368, 354, 217, 494, 419, 692, 120, 937, 177, 438 | 0.42164 | 0.39835956550653956
368, 354, 217, 494, 419, 692, 120, 883, 937, 177 | 0.4231 | 0.3882047958522359
368, 354, 217, 494, 419, 692, 120, 883, 937, 438 | 0.42207 | 0.3950343604522279
368, 354, 217, 494, 419, 692, 120, 883, 177, 438 | 0.42084 | 0.3959210818000443
368, 354, 217, 494, 419, 692, 883, 937, 177, 438 | 0.42033 | 0.33983595655065396
368, 354, 217, 494, 692, 883, 937, 177, 145, 438 | 0.41398 | 0.33961427621369983
368, 354, 217, 494, 692, 120, 883, 177, 145, 438 | 0.41447 | 0.397251163821769
368, 354, 217, 494, 692, 120, 883, 937, 177, 145 | 0.41698 | 0.39021715288440445
368, 354, 217, 494, 692, 120, 883, 937, 177, 438 | 0.41643 | 0.3959210818000443
368, 354, 217, 494, 692, 120, 883, 937, 145, 438 | 0.41716 | 0.397251163821769
368, 354, 217, 494, 692, 120, 937, 177, 145, 438 | 0.41508 | 0.39924628685435604
368, 354, 217, 494, 120, 883, 937, 177, 145, 438 | 0.41521 | 0.3959210818000443
368, 354, 494, 692, 120, 883, 937, 177, 145, 438 | 0.40949 | 0.3888273110175127
368, 354, 494, 419, 692, 120, 883, 937, 177, 438 | 0.41605 | 0.3883839503436045
368, 354, 494, 419, 692, 120, 883, 937, 145, 438 | 0.41324 | 0.3870538683218798
368, 722, 354, 692, 120, 883, 937, 177, 145, 438 | 0.42055 | 0.3954777211261361
368, 722, 354, 419, 692, 120, 883, 937, 177, 438 | 0.42571 | 0.3941476391044114
368, 722, 354, 494, 419, 120, 883, 937, 177, 438 | 0.42474 | 0.39170915539791623
368, 722, 354, 494, 419, 120, 883, 937, 145, 438 | 0.42 | 0.38993571270228333
368, 722, 354, 494, 419, 692, 120, 937, 177, 438 | 0.42421 | 0.395256040789182
368, 722, 354, 494, 419, 692, 120, 883, 937, 177 | 0.42601 | 0.3683300928926334
368, 722, 354, 494, 419, 692, 120, 883, 937, 438 | 0.42423 | 0.39126579472400796
368, 722, 354, 494, 419, 692, 120, 883, 177, 438 | 0.42348 | 0.393260917756595
368, 722, 354, 494, 419, 692, 883, 937, 177, 438 | 0.42313 | 0.3373974728441587
368, 722, 354, 494, 419, 692, 883, 937, 145, 438 | 0.42 | 0.3351806694746176
368, 722, 354, 494, 692, 883, 937, 177, 145, 438 | 0.41801 | 0.33784083351806693
368, 722, 354, 494, 692, 120, 883, 177, 145, 438 | 0.41825 | 0.3950343604522279
368, 722, 354, 494, 692, 120, 883, 937, 177, 145 | 0.42101 | 0.3660890546172406
