0 | 1286 | 0
1 | 16573 | 0
2 | 1928 | 0
3 | 60725 | 0
7 | 1508 | 0
8 | 22691 | 0
9 | 19297 | 0
10 | 11433 | 0
11 | 6613 | 0
12 | 2761 | 0
 | 100000 | 0
14 | 1604 | 0
16 | 4565 | 0
17 | 4603 | 0
18 | 2431 | 0
19 | 2848 | 0
21 | 1119 | 0
23 | 8252 | 0
24 | 2612 | 0
26 | 1755 | 0
28 | 2865 | 0
29 | 2635 | 0
30 | 13442 | 0
31 | 1338 | 0
32 | 2650 | 0
33 | 12423 | 0
34 | 10320 | 0
35 | 21708 | 0
36 | 8390 | 0
37 | 8529 | 0
38 | 1523 | 0
42 | 12050 | 0
43 | 1537 | 0
47 | 3288 | 0
53 | 6444 | 0
55 | 1047 | 0
57 | 2016 | 0
58 | 1386 | 0
59 | 2840 | 0
60 | 5676 | 0
61 | 5273 | 0
62 | 7596 | 0
63 | 8537 | 0
64 | 3276 | 0
65 | 8370 | 0
68 | 2360 | 0
69 | 1177 | 0
70 | 6359 | 0
71 | 1902 | 0
74 | 5307 | 0
76 | 1446 | 0
78 | 1023 | 0
79 | 1688 | 0
80 | 1249 | 0
81 | 8066 | 0
82 | 1953 | 0
83 | 4662 | 0
85 | 1840 | 0
86 | 4920 | 0
89 | 2945 | 0
91 | 1036 | 0
92 | 6575 | 0
94 | 1607 | 0
95 | 1712 | 0
96 | 4704 | 0
98 | 5293 | 0
99 | 3154 | 0
102 | 1089 | 0
104 | 2067 | 0
105 | 2014 | 0
106 | 1040 | 0
109 | 5141 | 0
112 | 1508 | 0
116 | 1658 | 0
118 | 1736 | 0
119 | 1017 | 0
122 | 2435 | 0
123 | 1075 | 0
125 | 1421 | 0
127 | 3746 | 0
129 | 2424 | 0
130 | 1203 | 0
132 | 1578 | 0
134 | 1524 | 0
136 | 2723 | 0
137 | 1854 | 0
139 | 5450 | 0
143 | 1625 | 0
144 | 1005 | 0
145 | 3984 | 0
146 | 2649 | 0
148 | 1255 | 0
152 | 1349 | 0
155 | 1059 | 0
156 | 2622 | 0
157 | 4597 | 0
161 | 1763 | 0
164 | 1351 | 0
168 | 1356 | 0
172 | 6011 | 0
173 | 2548 | 0
180 | 1760 | 0
184 | 2588 | 0
186 | 2484 | 0
191 | 1496 | 0
194 | 2707 | 0
205 | 1129 | 0
206 | 1497 | 0
209 | 1170 | 0
210 | 2689 | 0
215 | 1458 | 0
216 | 1255 | 0
217 | 2984 | 0
222 | 2509 | 0
227 | 2200 | 0
229 | 4787 | 0
231 | 1063 | 0
233 | 3089 | 0
240 | 1479 | 0
241 | 3933 | 0
242 | 3039 | 0
246 | 2212 | 0
250 | 2238 | 0
251 | 1880 | 0
255 | 1029 | 0
257 | 1299 | 0
258 | 1288 | 0
268 | 2051 | 0
270 | 3401 | 0
273 | 1967 | 0
281 | 1115 | 0
288 | 1762 | 0
289 | 1264 | 0
306 | 1754 | 0
307 | 2105 | 0
317 | 1505 | 0
320 | 1323 | 0
326 | 1199 | 0
327 | 1536 | 0
333 | 1251 | 0
334 | 2483 | 0
335 | 1149 | 0
336 | 1092 | 0
337 | 1061 | 0
347 | 1107 | 0
377 | 1042 | 0
383 | 1110 | 0
397 | 1223 | 0
894 | 1738 | 0
