1 | 16573 | 0
3 | 60725 | 0
8 | 22691 | 0
9 | 19297 | 0
10 | 11433 | 0
11 | 6613 | 0
12 | 2761 | 0
 | 100000 | 0
16 | 4565 | 0
17 | 4603 | 0
18 | 2431 | 0
19 | 2848 | 0
23 | 8252 | 0
24 | 2612 | 0
28 | 2865 | 0
29 | 2635 | 0
30 | 13442 | 0
32 | 2650 | 0
33 | 12423 | 0
34 | 10320 | 0
35 | 21708 | 0
36 | 8390 | 0
37 | 8529 | 0
42 | 12050 | 0
47 | 3288 | 0
53 | 6444 | 0
57 | 2016 | 0
59 | 2840 | 0
60 | 5676 | 0
61 | 5273 | 0
62 | 7596 | 0
63 | 8537 | 0
64 | 3276 | 0
65 | 8370 | 0
68 | 2360 | 0
70 | 6359 | 0
74 | 5307 | 0
81 | 8066 | 0
83 | 4662 | 0
86 | 4920 | 0
89 | 2945 | 0
92 | 6575 | 0
96 | 4704 | 0
98 | 5293 | 0
99 | 3154 | 0
104 | 2067 | 0
105 | 2014 | 0
109 | 5141 | 0
122 | 2435 | 0
127 | 3746 | 0
129 | 2424 | 0
136 | 2723 | 0
139 | 5450 | 0
145 | 3984 | 0
146 | 2649 | 0
156 | 2622 | 0
157 | 4597 | 0
172 | 6011 | 0
173 | 2548 | 0
184 | 2588 | 0
186 | 2484 | 0
194 | 2707 | 0
210 | 2689 | 0
217 | 2984 | 0
222 | 2509 | 0
227 | 2200 | 0
229 | 4787 | 0
233 | 3089 | 0
241 | 3933 | 0
242 | 3039 | 0
246 | 2212 | 0
250 | 2238 | 0
268 | 2051 | 0
270 | 3401 | 0
307 | 2105 | 0
334 | 2483 | 0
